,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
464,C10483,869.001444,1.0,0.0,0.0,0.0,278.591282,0.0,0.0,0.0,0.083333,1,0,1200.0,541.101815,286.37428900000003,0.0,12,0
466,C10485,2070.069187,1.0,1382.57,1077.75,304.82,0.0,1.0,0.666667,0.833333,0.0,0,33,2400.0,1580.0815,466.772558,0.0,12,0
473,C10492,1481.43247,1.0,0.0,0.0,0.0,149.36039,0.0,0.0,0.0,0.083333,1,0,1800.0,586.426259,494.954634,0.0,12,0
474,C10493,1135.53683,1.0,50.98,0.0,50.98,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,320.592941,385.347014,0.0,12,0
478,C10498,3170.5376929999998,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.2512869999998,0.0,11,0
483,C10505,473.840442,0.727273,0.0,0.0,0.0,818.1244839999999,0.0,0.0,0.0,0.333333,12,0,3000.0,142.286073,164.39143700000002,0.0,12,0
497,C10519,1556.376158,1.0,0.0,0.0,0.0,655.037683,0.0,0.0,0.0,0.583333,16,0,1700.0,1076.722225,1206.741644,0.0,12,0
499,C10521,2516.753364,1.0,606.62,598.95,7.67,0.0,0.833333,0.833333,0.083333,0.0,0,14,2750.0,1043.6171539999998,1342.522124,0.0,12,0
500,C10522,1199.942209,1.0,1447.01,306.31,1140.7,49.912813,0.916667,0.166667,0.916667,0.083333,1,19,2400.0,642.7237230000001,457.25526900000006,0.0,12,0
505,C10527,47.6368,0.727273,379.28,0.0,379.28,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,641.943628,156.644197,1.0,12,0
506,C10528,1529.206464,1.0,874.94,0.0,874.94,0.0,0.833333,0.0,0.75,0.0,0,18,1500.0,716.2410629999999,1502.744095,0.0,12,0
508,C10530,2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,0.0,0.166667,3,0,3000.0,677.6494349999999,1187.962476,0.0,12,0
516,C10539,1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,0.0,0.25,8,0,3000.0,304.984801,427.594038,0.0,12,0
522,C10546,986.149218,0.454545,0.0,0.0,0.0,2955.030338,0.0,0.0,0.0,0.166667,6,0,3000.0,832.894753,706.541302,0.0,12,0
525,C10549,1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,0.0,0.25,3,0,1200.0,308.089987,361.25040099999995,0.0,12,0
529,C10553,1362.418281,1.0,1477.44,900.0,577.44,451.968387,1.0,0.11111099999999999,0.8888889999999999,0.11111099999999999,1,10,1500.0,559.0959809999999,1058.84479,0.0,9,0
530,C10554,189.12073999999998,0.909091,1051.1,0.0,1051.1,0.0,0.833333,0.0,0.833333,0.0,0,13,3000.0,1301.155857,168.22716100000002,0.375,12,0
531,C10555,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,1.0,0.416667,1.0,0.083333,2,42,2850.0,2073.3745129999998,874.422722,0.0,12,0
532,C10556,1112.070216,1.0,179.24,59.0,120.24,0.0,0.416667,0.083333,0.333333,0.0,0,7,4000.0,217.546584,368.652894,0.0,12,0
540,C10564,2454.610005,1.0,1635.69,0.0,1635.69,486.81397599999997,1.0,0.0,1.0,0.083333,1,33,3000.0,1442.488419,1113.097672,0.0,12,0
547,C10571,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0,12,1800.0,1591.559543,1991.5772140000001,0.0,12,0
549,C10573,1034.6606259999999,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1,8,1500.0,236.76455499999997,207.007715,0.0,6,0
559,C10583,181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2,3,2500.0,168.42578799999998,169.473399,0.0,12,0
561,C10585,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2,0,1500.0,1328.855136,189.52525,0.0,12,0
562,C10586,1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,59.924533999999994,8269.955787,0.0,12,0
564,C10588,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3,0,1200.0,432.048813,256.494357,0.0,12,0
575,C10599,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,3594.989864,445.21557699999994,0.0,12,0
580,C10604,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9,0,3500.0,3009.9267839999998,505.96592300000003,0.083333,12,0
586,C10610,0.32719899999999996,0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,45.640106,26.849522999999998,0.0,12,0
588,C10612,47.424621,0.545455,372.0,273.6,98.4,0.0,0.333333,0.166667,0.25,0.0,0,7,4000.0,662.4011780000001,149.47263999999998,0.2,12,0
594,C10619,1946.4470379999998,1.0,411.38,411.38,0.0,99.07808100000001,0.25,0.25,0.0,0.083333,1,5,2500.0,1403.266638,513.5479780000001,0.0,12,0
595,C10620,9.962695,0.545455,99.19,0.0,99.19,0.0,0.5,0.0,0.5,0.0,0,7,4000.0,209.014647,147.337498,0.166667,12,0
596,C10621,394.269079,0.363636,525.0,525.0,0.0,2003.8278510000002,0.083333,0.083333,0.0,0.25,12,1,2500.0,3747.367504,82.631551,0.0,12,0
598,C10623,266.588825,1.0,1750.51,1515.46,235.05,239.18837299999998,1.0,1.0,0.166667,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12,0
599,C10624,917.7328460000001,1.0,18.41,0.0,18.41,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,1407.291593,424.623595,0.0,12,0
601,C10626,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,2100.0,553.0043900000001,570.2291809999999,0.0,11,0
605,C10630,202.190447,0.545455,2011.81,2011.81,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,2100.0,3144.544042,165.070133,0.8,12,0
617,C10642,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4000.0,529.8298940000001,508.775831,0.0,12,0
618,C10643,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0,3,4000.0,322.11446800000004,139.674841,0.5,10,0
621,C10646,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,0.0,0.083333,1,0,3000.0,278.731912,56.686755000000005,0.2,12,0
623,C10648,9.581344,1.0,118.6,70.0,48.6,0.0,1.0,0.083333,0.916667,0.0,0,25,3300.0,117.78008200000001,56.500841,0.1,12,0
625,C10650,1670.928797,1.0,794.52,794.52,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,1750.0,1083.625844,1196.302503,0.0,12,0
626,C10651,537.389322,0.9,1704.22,150.5,1553.72,0.0,0.9,0.2,0.8,0.0,0,16,1500.0,679.8884559999999,160.59231100000002,0.125,10,0
630,C10655,288.47425699999997,1.0,1025.03,0.0,1025.03,0.0,1.0,0.0,1.0,0.0,0,67,2800.0,1148.4094630000002,183.177287,0.083333,12,0
631,C10656,1434.097191,1.0,0.0,0.0,0.0,1866.8419489999999,0.0,0.0,0.0,0.083333,2,0,2400.0,2361.9291329999996,390.202217,0.0,12,0
636,C10661,1062.752143,1.0,0.0,0.0,0.0,496.76383,0.0,0.0,0.0,0.166667,3,0,1200.0,720.3446,369.566083,0.0,12,0
650,C10676,1043.249828,1.0,281.25,0.0,281.25,1361.2476199999999,1.0,0.0,0.8888889999999999,0.44444399999999995,4,9,1200.0,634.96657,965.1324400000001,0.0,9,0
651,C10677,2571.925816,1.0,1701.9,464.9,1237.0,1089.064313,1.0,0.25,1.0,0.333333,5,55,3000.0,710.210734,684.951673,0.0,12,0
657,C10683,15.728894,0.272727,202.0,202.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2000.0,200.169721,43.909196,0.0,12,0
659,C10685,28.394517999999998,0.181818,379.3,0.0,379.3,0.0,0.166667,0.0,0.166667,0.0,0,6,2500.0,534.818301,28.994494,0.181818,12,0
663,C10690,879.1909210000001,1.0,45.65,45.65,0.0,1246.223848,0.083333,0.083333,0.0,0.166667,2,1,1200.0,1589.980022,439.870516,0.1,12,0
667,C10694,1.979916,0.125,80.0,80.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,1500.0,0.0,0.0,0.0,8,0
673,C10700,1162.770552,1.0,533.36,0.0,533.36,19.292323,0.666667,0.0,0.583333,0.083333,1,8,1200.0,632.227172,1395.576542,0.0,12,0
678,C10705,820.05973,1.0,162.56,0.0,162.56,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,215.685296,7281.645049,0.0,12,0
685,C10712,2892.138807,1.0,0.0,0.0,0.0,129.381701,0.0,0.0,0.0,0.333333,5,0,3000.0,666.956678,1066.060177,0.0,12,0
687,C10714,1943.792266,1.0,83.35,0.0,83.35,0.0,0.14285699999999998,0.0,0.14285699999999998,0.0,0,1,4000.0,290.35313199999996,276.463002,0.0,7,0
688,C10715,2119.537904,1.0,342.07,270.07,72.0,0.0,0.583333,0.5,0.166667,0.0,0,11,3000.0,3505.371815,894.910352,0.0,12,0
692,C10719,908.354652,1.0,231.35,0.0,231.35,944.1834140000001,1.0,0.0,0.857143,0.14285699999999998,3,7,1000.0,161.97536000000002,930.115009,0.0,7,0
694,C10721,763.327047,1.0,579.28,300.0,279.28,727.52546,0.5,0.166667,0.416667,0.083333,1,13,1200.0,635.871404,220.685812,0.0,12,0
699,C10726,1167.0455359999999,1.0,294.13,65.0,229.13,0.0,0.916667,0.083333,0.833333,0.0,0,12,1500.0,686.376349,266.50397000000004,0.0,12,0
701,C10728,1546.2161529999998,0.833333,0.0,0.0,0.0,2196.1078780000003,0.0,0.0,0.0,0.166667,5,0,3000.0,247.706733,310.58347000000003,0.0,6,0
702,C10729,999.3926349999999,1.0,0.0,0.0,0.0,2368.2483190000003,0.0,0.0,0.0,0.333333,10,0,1500.0,1724.178215,301.346806,0.1,12,0
705,C10732,454.580913,1.0,1229.57,1229.57,0.0,0.0,0.416667,0.416667,0.0,0.0,0,16,2700.0,1125.497981,192.979922,0.0,12,0
706,C10733,2572.508325,1.0,64.0,64.0,0.0,248.690762,0.083333,0.083333,0.0,0.083333,2,1,2800.0,373.433094,3945.38539,0.0,12,0
707,C10734,2596.59993,1.0,0.0,0.0,0.0,1700.074178,0.0,0.0,0.0,0.5,9,0,3000.0,1794.421173,936.618592,0.0,12,0
714,C10741,821.916526,0.857143,1386.4,1386.4,0.0,0.0,0.28571399999999997,0.28571399999999997,0.0,0.0,0,3,1500.0,238.34801099999999,154.555561,0.0,7,0
717,C10744,1024.761905,1.0,77.99,77.99,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,555.23373,303.743033,0.0,12,0
719,C10746,15.492415,1.0,65.0,65.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,19.221232999999998,67.643963,0.0,12,0
722,C10749,1855.212121,1.0,32.22,32.22,0.0,37.743145,0.083333,0.083333,0.0,0.083333,1,1,2000.0,349.584645,695.503633,0.0,12,0
724,C10751,251.15160899999998,0.363636,0.0,0.0,0.0,1084.8131970000002,0.0,0.0,0.0,0.166667,4,0,1200.0,3597.1405590000004,308.39988700000004,0.333333,12,0
728,C10755,1433.8574640000002,1.0,1613.74,800.87,812.87,0.0,1.0,0.416667,0.833333,0.0,0,37,1500.0,1361.684623,1854.077627,0.0,12,0
730,C10757,660.397749,1.0,776.89,698.99,77.9,0.0,0.166667,0.083333,0.083333,0.0,0,2,1500.0,487.29407199999997,215.00795699999998,0.0,12,0
732,C10759,2571.284657,1.0,0.0,0.0,0.0,259.611243,0.0,0.0,0.0,0.416667,7,0,2750.0,750.5349620000001,883.2493279999999,0.0,12,0
736,C10763,0.25571,0.090909,24.0,0.0,24.0,0.0,0.166667,0.0,0.166667,0.0,0,2,1500.0,9.533313,8.8426,0.0,12,0
737,C10764,95.86585500000001,0.363636,1123.58,1123.58,0.0,0.0,0.083333,0.083333,0.0,0.0,0,9,1500.0,3245.496885,142.868781,0.0,12,0
738,C10765,1439.343061,0.909091,571.91,571.91,0.0,0.0,0.25,0.25,0.0,0.0,0,5,2100.0,2573.55754,756.2209780000001,0.0,12,0
740,C10767,1.6918419999999998,1.0,0.0,0.0,0.0,1148.820355,0.0,0.0,0.0,0.166667,3,0,1500.0,3.5005050000000004,8.561539999999999,0.0,6,0
742,C10769,1157.168369,1.0,0.0,0.0,0.0,1249.682243,0.0,0.0,0.0,0.583333,10,0,3000.0,264.548484,326.316359,0.0,12,0
744,C10771,1575.508838,0.875,0.0,0.0,0.0,1977.834772,0.0,0.0,0.0,0.125,1,0,2500.0,260.843536,325.312921,0.0,8,0
745,C10772,1544.979869,1.0,880.19,0.0,927.45,0.0,1.0,0.0,1.0,0.0,0,46,1500.0,1189.503063,1104.152962,0.0,12,0
747,C10774,1261.488342,1.0,890.2,890.2,0.0,0.0,0.5,0.5,0.0,0.0,0,9,3000.0,302.073647,330.87851,0.0,12,0
748,C10775,1274.851959,1.0,1798.24,144.86,1653.38,756.2335009999999,1.0,0.166667,0.916667,0.166667,3,17,1500.0,1340.2244640000001,1732.955307,0.0,12,0
753,C10781,915.424422,0.857143,0.0,0.0,0.0,2454.439476,0.0,0.0,0.0,0.428571,6,0,1200.0,1665.025645,247.20590099999998,0.0,7,0
758,C10786,815.4276150000001,1.0,1936.01,1471.04,464.97,232.292989,0.916667,0.5,1.0,0.083333,1,27,2000.0,1759.1150890000001,232.07686600000002,0.0,12,0
761,C10789,23.276656,0.636364,796.56,0.0,796.56,0.0,1.0,0.0,1.0,0.0,0,13,4000.0,912.478311,102.895907,0.636364,12,0
764,C10792,62.209376,0.090909,782.88,782.88,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3000.0,2941.300379,280.61807200000004,0.0,12,0
765,C10793,2052.3256100000003,1.0,0.0,0.0,0.0,200.266788,0.0,0.0,0.0,0.333333,5,0,2000.0,529.203224,1501.874974,0.0,12,0
767,C10795,1121.068043,1.0,0.0,0.0,0.0,56.461201,0.0,0.0,0.0,0.166667,3,0,1200.0,236.09243999999998,351.184105,0.0,12,0
772,C10800,2027.896903,1.0,933.5,933.5,0.0,1160.28334,0.083333,0.083333,0.0,0.083333,2,1,3000.0,393.417404,462.153221,0.0,12,0
774,C10803,1822.4319899999998,1.0,177.23,70.26,106.97,0.0,0.083333,0.083333,0.083333,0.0,0,3,2500.0,1136.3401210000002,428.353499,0.0,12,0
778,C10807,2748.60877,1.0,0.0,0.0,0.0,434.319424,0.0,0.0,0.0,0.166667,4,0,3000.0,808.881566,1663.969183,0.0,12,0
781,C10810,90.445498,0.454545,0.0,0.0,0.0,729.325692,0.0,0.0,0.0,0.166667,2,0,3500.0,79.242572,81.71664399999999,0.0,12,0
785,C10814,14.731998,0.818182,121.5,0.0,121.5,0.0,0.818182,0.0,0.818182,0.0,0,9,4000.0,137.148597,125.135021,0.0,11,0
787,C10816,835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.125,0.0,0.125,1,1,1500.0,254.561828,152.221816,0.0,8,0
788,C10817,2302.479845,1.0,0.0,0.0,0.0,861.574218,0.0,0.0,0.0,0.75,9,0,2600.0,0.0,0.0,0.0,12,0
791,C10820,10.096031,1.0,184.92,0.0,184.92,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,185.189285,129.992635,0.545455,12,0
792,C10821,1524.409377,1.0,70.0,0.0,70.0,640.711949,0.166667,0.0,0.166667,0.5,9,2,1500.0,973.097522,1263.139657,0.0,12,0
793,C10822,1819.5291969999998,1.0,219.26,219.26,0.0,977.9263800000001,0.25,0.25,0.0,0.333333,7,5,2500.0,518.949471,1223.3357210000001,0.0,12,0
795,C10824,644.530629,1.0,268.68,0.0,268.68,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1557.68946,438.318992,0.166667,12,0
796,C10825,147.18081899999999,0.636364,0.0,0.0,0.0,1843.4268829999999,0.0,0.0,0.0,0.166667,6,0,2600.0,0.0,0.0,0.0,12,0
798,C10827,1716.622291,1.0,455.76,36.0,419.76,0.0,1.0,0.083333,1.0,0.0,0,13,1700.0,881.425823,1066.8019359999998,0.0,12,0
799,C10828,26.680023,0.545455,520.5,0.0,520.5,0.0,0.5,0.0,0.5,0.0,0,15,4000.0,551.370293,88.81419100000001,0.454545,12,0
805,C10834,1373.277423,0.818182,0.0,0.0,0.0,2739.66574,0.0,0.0,0.0,0.166667,2,0,3300.0,0.0,0.0,0.0,12,0
808,C10837,155.924331,0.818182,517.14,460.57,56.57,0.0,0.416667,0.25,0.166667,0.0,0,7,3000.0,369.733274,131.403254,0.0,12,0
813,C10843,1748.546186,1.0,74.98,74.98,0.0,216.032736,0.166667,0.166667,0.0,0.25,5,2,1800.0,650.440749,572.683934,0.0,12,0
814,C10844,4.503251000000001,0.181818,60.24,0.0,60.24,0.0,0.166667,0.0,0.166667,0.0,0,2,4000.0,471.23242,110.52852299999999,0.5,12,0
816,C10846,1841.359829,1.0,2280.58,0.0,2280.58,0.0,1.0,0.0,0.916667,0.0,0,20,1800.0,2463.113969,1947.9184850000001,0.0,12,0
817,C10847,1399.729932,1.0,0.0,0.0,0.0,1967.782148,0.0,0.0,0.0,0.333333,5,0,3000.0,712.803089,316.46191600000003,0.0,12,0
820,C10850,285.308422,0.181818,0.0,0.0,0.0,2644.698717,0.0,0.0,0.0,0.166667,7,0,3000.0,248.742811,572.3900990000001,0.0,12,0
821,C10852,1011.1106789999999,1.0,186.11,61.11,125.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000.0,634.853367,227.160721,0.0,12,0
823,C10854,1392.7732019999999,1.0,221.61,221.61,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,1700.0,369.345758,294.377252,0.0,12,0
825,C10856,1892.4396219999999,1.0,86.7,86.7,0.0,92.435934,0.166667,0.166667,0.0,0.083333,2,2,2000.0,534.0928269999999,1069.925154,0.0,12,0
827,C10858,920.968431,1.0,977.38,615.99,361.39,0.0,0.833333,0.25,0.833333,0.0,0,18,3350.0,549.396517,266.850585,0.0,12,0
828,C10859,227.781773,1.0,1497.82,690.57,807.25,0.0,1.0,0.333333,0.833333,0.0,0,31,3500.0,342.79542999999995,183.964777,0.090909,12,0
831,C10862,1375.845223,1.0,0.0,0.0,0.0,112.68004499999999,0.0,0.0,0.0,0.25,3,0,1500.0,306.606914,736.789619,0.0,12,0
832,C10863,1300.593766,1.0,0.0,0.0,0.0,513.664928,0.0,0.0,0.0,0.166667,3,0,3000.0,386.660071,396.635432,0.0,12,0
833,C10864,1437.895562,1.0,350.0,0.0,350.0,0.0,0.166667,0.0,0.166667,0.0,0,2,4000.0,0.0,0.0,0.0,12,0
834,C10865,1304.357015,1.0,1488.8,987.68,501.12,858.5164179999999,0.833333,0.25,0.583333,0.166667,2,21,2000.0,612.674919,341.524735,0.0,12,0
836,C10867,938.1777810000001,1.0,1288.42,0.0,1288.42,0.0,0.916667,0.0,0.916667,0.0,0,23,1500.0,1018.5361720000001,196.720403,0.0,12,0
838,C10869,161.19886100000002,1.0,536.68,103.0,433.68,0.0,1.0,0.083333,1.0,0.0,0,13,1000.0,280.826685,165.304588,0.090909,12,0
839,C10870,825.977042,1.0,0.0,0.0,0.0,904.460261,0.0,0.0,0.0,0.166667,4,0,2500.0,522.917982,170.397605,0.0,12,0
847,C10878,62.596086,1.0,475.0,0.0,475.0,0.0,1.0,0.0,0.916667,0.0,0,12,1500.0,408.132037,170.451899,0.9,12,0
849,C10880,170.907823,0.909091,1366.3,1366.3,0.0,0.0,0.5,0.5,0.0,0.0,0,11,2000.0,3453.1123380000004,139.388035,0.4,12,0
850,C10881,1271.2120029999999,0.909091,76.94,76.94,0.0,0.0,0.181818,0.181818,0.0,0.0,0,2,1500.0,257.110005,277.714185,0.0,11,0
852,C10883,992.599867,1.0,100.0,100.0,0.0,593.1817629999999,0.083333,0.083333,0.0,0.166667,3,1,1200.0,0.0,0.0,0.0,12,0
858,C10889,910.0725140000001,1.0,18.05,0.0,18.05,19.118837,0.083333,0.0,0.083333,0.083333,1,1,1000.0,233.88670699999997,230.806229,0.0,12,0
860,C10891,0.0,0.0,199.88,0.0,199.88,0.0,0.75,0.0,0.75,0.0,0,14,4000.0,0.0,0.0,0.0,12,0
863,C10894,1029.66874,1.0,1448.59,1229.0,219.59,1070.165399,0.666667,0.25,0.5,0.166667,2,18,1200.0,3008.279166,1054.339431,0.083333,12,0
864,C10895,993.533549,1.0,851.68,0.0,851.68,1515.648089,0.833333,0.0,0.75,0.083333,4,12,1500.0,1660.242557,512.342306,0.0,12,0
865,C10896,3150.679884,1.0,0.0,0.0,0.0,365.816939,0.0,0.0,0.0,0.416667,5,0,3500.0,819.2464809999999,805.478131,0.0,12,0
868,C10899,2174.018945,1.0,377.1,177.62,199.48,388.84956600000004,0.333333,0.083333,0.25,0.166667,2,5,2600.0,0.0,0.0,0.0,12,0
869,C10900,1076.029456,1.0,0.0,0.0,0.0,59.571819999999995,0.0,0.0,0.0,0.083333,2,0,1200.0,239.407898,363.517186,0.0,12,0
872,C10903,1382.310939,1.0,0.0,0.0,0.0,189.624301,0.0,0.0,0.0,0.5,6,0,1500.0,381.09455499999996,462.715637,0.0,12,0
874,C10905,1890.397414,1.0,2493.67,358.0,2135.67,0.0,1.0,0.083333,1.0,0.0,0,26,3000.0,916.285608,494.45513200000005,0.0,12,0
876,C10907,44.910575,1.0,444.96,0.0,444.96,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,426.881014,170.60782700000001,1.0,12,0
879,C10910,847.0131949999999,0.833333,0.0,0.0,0.0,1159.4477470000002,0.0,0.0,0.0,0.333333,5,0,1200.0,101.664939,196.26156699999999,0.0,6,0
880,C10911,1843.308668,1.0,89.66,89.66,0.0,126.15655100000001,0.2,0.2,0.0,0.6,6,5,2000.0,375.87805499999996,397.759846,0.0,10,0
885,C10916,1081.065726,1.0,554.85,262.4,292.45,952.4249060000001,0.5,0.25,0.333333,0.166667,8,20,2100.0,1898.82812,382.716751,0.0,12,0
887,C10918,228.90988399999998,1.0,2617.85,2426.43,191.42,0.0,1.0,0.916667,0.416667,0.0,0,35,1800.0,1774.318305,143.20845400000002,0.7,12,0
888,C10919,1486.051056,1.0,716.98,217.06,499.92,273.531783,1.0,0.25,1.0,0.083333,1,17,1600.0,1477.151065,1306.468855,0.0,12,0
894,C10925,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0,29,1200.0,764.816144,227.726516,0.083333,12,0
899,C10930,53.339006000000005,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,193.699669,162.729509,0.0,12,0
900,C10931,1917.203534,1.0,0.0,0.0,0.0,84.438672,0.0,0.0,0.0,0.083333,1,0,2000.0,468.617347,899.048237,0.0,12,0
904,C10935,559.944819,0.818182,0.0,0.0,0.0,1379.5878300000002,0.0,0.0,0.0,0.166667,3,0,3000.0,1964.8250420000002,242.677632,0.14285699999999998,12,0
906,C10937,1701.2033199999998,1.0,302.0,0.0,302.0,796.570678,0.5,0.0,0.416667,0.083333,1,6,2000.0,784.873315,567.761469,0.0,12,0
907,C10939,993.662006,1.0,348.88,348.88,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,335.62347,255.439979,0.0,12,0
911,C10943,24.820164000000002,0.727273,209.0,0.0,209.0,0.0,0.5,0.0,0.333333,0.0,0,6,1500.0,278.25710899999996,153.048247,0.75,12,0
913,C10945,1023.323593,1.0,253.37,196.37,57.0,0.0,0.916667,0.5,0.5,0.0,0,16,1200.0,463.95648600000004,250.18798700000002,0.0,12,0
915,C10947,1068.434064,1.0,27.0,0.0,27.0,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,219.69236899999999,310.32899,0.0,12,0
920,C10953,39.798992999999996,0.454545,20.09,20.09,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3200.0,0.0,0.0,0.0,12,0
921,C10954,1894.11023,1.0,678.0,678.0,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,992.5694179999999,1111.413896,0.0,12,0
923,C10956,176.721561,1.0,1707.26,403.54,1303.72,0.0,0.916667,0.083333,0.833333,0.0,0,18,3300.0,0.0,0.0,0.0,12,0
927,C10960,634.825209,1.0,1478.36,1343.45,134.91,0.0,0.5,0.416667,0.166667,0.0,0,12,1200.0,1371.998686,336.282655,0.0,12,0
929,C10962,1104.960744,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,293.890715,448.973668,0.0,12,0
930,C10963,851.2781679999999,0.727273,0.0,0.0,0.0,2037.0367850000002,0.0,0.0,0.0,0.166667,3,0,3000.0,4998.6205979999995,282.771821,0.11111099999999999,12,0
931,C10965,914.2222130000001,1.0,563.39,400.14,163.25,136.50351,0.916667,0.5,0.916667,0.333333,5,40,900.0,0.0,0.0,0.0,12,0
932,C10966,3122.171879,1.0,974.3,712.3,262.0,189.408446,0.75,0.583333,0.416667,0.416667,5,21,3000.0,1520.760286,2019.977973,0.0,12,0
934,C10968,1803.898764,1.0,562.01,63.6,498.41,0.0,1.0,0.083333,1.0,0.0,0,19,1800.0,2010.58964,2411.664639,0.0,12,0
935,C10969,330.273411,1.0,53.8,53.8,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2500.0,429.11289400000004,171.6492,0.0,12,0
942,C10976,3215.307061,1.0,0.0,0.0,0.0,629.109981,0.0,0.0,0.0,0.583333,11,0,3500.0,1333.8395269999999,1644.9527039999998,0.0,12,0
943,C10977,2437.750644,0.9,1177.64,1177.64,0.0,2961.278225,0.5,0.5,0.0,0.4,7,29,3000.0,1325.182603,1000.843859,0.0,10,0
945,C10979,1895.695148,1.0,200.0,200.0,0.0,493.281286,0.083333,0.083333,0.0,0.25,7,3,2000.0,861.663355,3302.0123949999997,0.0,12,0
947,C10981,40.332553000000004,0.545455,158.37,0.0,158.37,0.0,0.083333,0.0,0.083333,0.0,0,1,3000.0,2280.290156,72.792874,0.0,12,0
949,C10983,1462.2801240000001,1.0,516.0,0.0,516.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,752.367432,1009.3816449999999,0.0,12,0
951,C10985,1518.813947,1.0,2110.98,1748.98,362.0,0.0,0.9,0.5,0.6,0.0,0,20,1700.0,663.894987,555.397214,0.0,10,0
953,C10987,1084.291919,1.0,270.0,270.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1200.0,371.168672,229.778025,0.0,12,0
955,C10989,16.553857999999998,0.272727,308.16,308.16,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2500.0,291.719987,28.242152,0.0,12,0
958,C10992,192.037218,0.909091,1000.0,1000.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1128.431348,157.31769,0.090909,12,0
959,C10993,1493.4402949999999,1.0,0.0,0.0,0.0,77.328556,0.0,0.0,0.0,0.25,3,0,1600.0,455.87274699999995,430.72290300000003,0.0,12,0
961,C10995,1295.446588,1.0,886.37,886.37,0.0,1310.182842,0.333333,0.333333,0.0,0.416667,8,7,1800.0,2966.291948,493.34997699999997,0.0,12,0
